timestamp,value
2014-04-01 00:00:00,18.324918539200002
2014-04-01 00:05:00,21.970327182
2014-04-01 00:10:00,18.6248060317
2014-04-01 00:15:00,21.953683975900002
2014-04-01 00:20:00,21.909119730300002
2014-04-01 00:25:00,21.1752724156
2014-04-01 00:30:00,20.637691848299998
2014-04-01 00:35:00,20.311228201
2014-04-01 00:40:00,21.4644061815
2014-04-01 00:45:00,19.1577580865
2014-04-01 00:50:00,19.8707248499
2014-04-01 00:55:00,20.4775598775
2014-04-01 01:00:00,19.644761903499997
2014-04-01 01:05:00,19.7099458164
2014-04-01 01:10:00,19.32113867
2014-04-01 01:15:00,20.2569272667
2014-04-01 01:20:00,21.4022981121
2014-04-01 01:25:00,18.806113512
2014-04-01 01:30:00,21.737732155
2014-04-01 01:35:00,20.756350615
2014-04-01 01:40:00,21.2930928507
2014-04-01 01:45:00,20.2247627705
2014-04-01 01:50:00,21.1180668057
2014-04-01 01:55:00,18.064801589400002
2014-04-01 02:00:00,21.2735216991
2014-04-01 02:05:00,18.1605554363
2014-04-01 02:10:00,21.559653505500002
2014-04-01 02:15:00,21.967850989000002
2014-04-01 02:20:00,19.1762698487
2014-04-01 02:25:00,18.8412742251
2014-04-01 02:30:00,21.0614534554
2014-04-01 02:35:00,19.012105363699998
2014-04-01 02:40:00,21.4622495327
2014-04-01 02:45:00,18.4113703686
2014-04-01 02:50:00,18.5038207855
2014-04-01 02:55:00,21.9166062204
2014-04-01 03:00:00,20.6953555931
2014-04-01 03:05:00,21.3875488977
2014-04-01 03:10:00,19.2973175094
2014-04-01 03:15:00,20.7059349981
2014-04-01 03:20:00,20.3769673092
2014-04-01 03:25:00,20.4126004805
2014-04-01 03:30:00,20.7301298382
2014-04-01 03:35:00,20.3014366925
2014-04-01 03:40:00,19.7162494772
2014-04-01 03:45:00,19.1036907775
2014-04-01 03:50:00,21.0743253237
2014-04-01 03:55:00,18.90508972
2014-04-01 04:00:00,20.7694172246
2014-04-01 04:05:00,18.933331290599998
2014-04-01 04:10:00,20.5013206798
2014-04-01 04:15:00,20.9883130685
2014-04-01 04:20:00,18.8748555556
2014-04-01 04:25:00,18.2397732034
2014-04-01 04:30:00,18.523894972
2014-04-01 04:35:00,20.4239878691
2014-04-01 04:40:00,21.3977856249
2014-04-01 04:45:00,18.1799872849
2014-04-01 04:50:00,20.9366050362
2014-04-01 04:55:00,19.3652745838
2014-04-01 05:00:00,19.9141134797
2014-04-01 05:05:00,21.7154381994
2014-04-01 05:10:00,19.327886018900003
2014-04-01 05:15:00,19.8613477358
2014-04-01 05:20:00,18.054729659
2014-04-01 05:25:00,18.32639488
2014-04-01 05:30:00,19.034366364500002
2014-04-01 05:35:00,18.1114089633
2014-04-01 05:40:00,20.525501304200002
2014-04-01 05:45:00,19.7055934272
2014-04-01 05:50:00,20.1925808109
2014-04-01 05:55:00,18.6985887436
2014-04-01 06:00:00,19.1837281177
2014-04-01 06:05:00,20.6552978994
2014-04-01 06:10:00,21.861210894499997
2014-04-01 06:15:00,18.2016670944
2014-04-01 06:20:00,21.5615372834
2014-04-01 06:25:00,20.3075248052
2014-04-01 06:30:00,20.255678267
2014-04-01 06:35:00,20.0011141408
2014-04-01 06:40:00,18.2775763436
2014-04-01 06:45:00,18.3595074069
2014-04-01 06:50:00,20.4036480226
2014-04-01 06:55:00,19.363834285699998
2014-04-01 07:00:00,21.669072266300002
2014-04-01 07:05:00,19.626362149400002
2014-04-01 07:10:00,18.5731258348
2014-04-01 07:15:00,20.858875334
2014-04-01 07:20:00,19.1734136858
2014-04-01 07:25:00,20.1018812294
2014-04-01 07:30:00,20.791331142
2014-04-01 07:35:00,21.6010564448
2014-04-01 07:40:00,21.1687647792
2014-04-01 07:45:00,20.7054442715
2014-04-01 07:50:00,20.7185327296
2014-04-01 07:55:00,21.7836985761
2014-04-01 08:00:00,19.18329639
2014-04-01 08:05:00,18.0044483768
2014-04-01 08:10:00,19.0878182376
2014-04-01 08:15:00,18.8715655185
2014-04-01 08:20:00,20.6473383405
2014-04-01 08:25:00,20.5348463991
2014-04-01 08:30:00,20.3738455308
2014-04-01 08:35:00,18.0649737728
2014-04-01 08:40:00,20.9151122178
2014-04-01 08:45:00,19.2941216499
2014-04-01 08:50:00,20.660223956
2014-04-01 08:55:00,20.226313714
2014-04-01 09:00:00,65.8611405858
2014-04-01 09:05:00,63.0302372326
2014-04-01 09:10:00,62.484097008199996
2014-04-01 09:15:00,72.5086493303
2014-04-01 09:20:00,73.6902065723
2014-04-01 09:25:00,70.037117436
2014-04-01 09:30:00,62.6067039621
2014-04-01 09:35:00,66.6675701497
2014-04-01 09:40:00,71.11357312140001
2014-04-01 09:45:00,71.8055640225
2014-04-01 09:50:00,62.8077732632
2014-04-01 09:55:00,61.2004177763
2014-04-01 10:00:00,80.8923669521
2014-04-01 10:05:00,75.3743726513
2014-04-01 10:10:00,73.7895502667
2014-04-01 10:15:00,70.0401687311
2014-04-01 10:20:00,78.2254467929
2014-04-01 10:25:00,83.04985941380002
2014-04-01 10:30:00,84.70244315020001
2014-04-01 10:35:00,78.62036163350001
2014-04-01 10:40:00,77.8244398065
2014-04-01 10:45:00,71.1600751028
2014-04-01 10:50:00,78.3585058799
2014-04-01 10:55:00,75.7372753055
2014-04-01 11:00:00,81.2238795072
2014-04-01 11:05:00,77.7503038366
2014-04-01 11:10:00,75.3897172594
2014-04-01 11:15:00,73.0783277372
2014-04-01 11:20:00,76.5764629427
2014-04-01 11:25:00,73.1050394445
2014-04-01 11:30:00,74.3813691059
2014-04-01 11:35:00,87.270594266
2014-04-01 11:40:00,78.631022969
2014-04-01 11:45:00,80.02688857449999
2014-04-01 11:50:00,85.462029081
2014-04-01 11:55:00,87.4015277934
2014-04-01 12:00:00,81.2258430721
2014-04-01 12:05:00,84.8975816393
2014-04-01 12:10:00,77.1383791217
2014-04-01 12:15:00,76.7996330352
2014-04-01 12:20:00,78.3491276245
2014-04-01 12:25:00,82.6608040633
2014-04-01 12:30:00,82.8155689476
2014-04-01 12:35:00,76.9513783572
2014-04-01 12:40:00,74.0424011556
2014-04-01 12:45:00,82.0197980953
2014-04-01 12:50:00,73.9643499385
2014-04-01 12:55:00,81.15837307550001
2014-04-01 13:00:00,83.0748113079
2014-04-01 13:05:00,83.1898135942
2014-04-01 13:10:00,84.0353804376
2014-04-01 13:15:00,85.9451189649
2014-04-01 13:20:00,79.9801440289
2014-04-01 13:25:00,83.6639028756
2014-04-01 13:30:00,81.8871061425
2014-04-01 13:35:00,74.96824233939999
2014-04-01 13:40:00,72.3936556697
2014-04-01 13:45:00,76.5342895319
2014-04-01 13:50:00,79.069558052
2014-04-01 13:55:00,81.85404542399999
2014-04-01 14:00:00,85.5952405193
2014-04-01 14:05:00,75.13632475060001
2014-04-01 14:10:00,74.0052442161
2014-04-01 14:15:00,87.411483207
2014-04-01 14:20:00,73.7251739718
2014-04-01 14:25:00,79.65203364060001
2014-04-01 14:30:00,81.36511394770001
2014-04-01 14:35:00,80.65811895899999
2014-04-01 14:40:00,73.3729924398
2014-04-01 14:45:00,72.9089308274
2014-04-01 14:50:00,73.68419782810001
2014-04-01 14:55:00,81.3654972106
2014-04-01 15:00:00,80.7087433908
2014-04-01 15:05:00,75.73912557
2014-04-01 15:10:00,82.2035971074
2014-04-01 15:15:00,85.1202628705
2014-04-01 15:20:00,72.664565771
