timestamp,value,value
2014-04-01 00:00:00,19.761251902999998,18.324918539200002
2014-04-01 00:05:00,20.500833287,21.970327182
2014-04-01 00:10:00,19.9616414445,18.6248060317
2014-04-01 00:15:00,21.4902660734,21.953683975900002
2014-04-01 00:20:00,20.1877394098,21.909119730300002
2014-04-01 00:25:00,19.9231256718,21.1752724156
2014-04-01 00:30:00,21.698403961700002,20.637691848299998
2014-04-01 00:35:00,20.8787583842,20.311228201
2014-04-01 00:40:00,18.4461996294,21.4644061815
2014-04-01 00:45:00,18.7108178448,19.1577580865
2014-04-01 00:50:00,21.148491451800002,19.8707248499
2014-04-01 00:55:00,21.3434052847,20.4775598775
2014-04-01 01:00:00,20.1807633164,19.644761903499997
2014-04-01 01:05:00,20.217820911500002,19.7099458164
2014-04-01 01:10:00,20.527731851400002,19.32113867
2014-04-01 01:15:00,19.7564630971,20.2569272667
2014-04-01 01:20:00,20.7207964939,21.4022981121
2014-04-01 01:25:00,18.4339250303,18.806113512
2014-04-01 01:30:00,21.845116969499998,21.737732155
2014-04-01 01:35:00,21.0006192952,20.756350615
2014-04-01 01:40:00,20.524696816,21.2930928507
2014-04-01 01:45:00,19.265288228,20.2247627705
2014-04-01 01:50:00,18.6438219498,21.1180668057
2014-04-01 01:55:00,19.6373718553,18.064801589400002
2014-04-01 02:00:00,20.6463069623,21.2735216991
2014-04-01 02:05:00,20.534838973699998,18.1605554363
2014-04-01 02:10:00,19.530564620299998,21.559653505500002
2014-04-01 02:15:00,20.4531455753,21.967850989000002
2014-04-01 02:20:00,21.2549931823,19.1762698487
2014-04-01 02:25:00,18.1051390894,18.8412742251
2014-04-01 02:30:00,19.8024841917,21.0614534554
2014-04-01 02:35:00,21.0342209139,19.012105363699998
2014-04-01 02:40:00,20.1845778819,21.4622495327
2014-04-01 02:45:00,20.6059043517,18.4113703686
2014-04-01 02:50:00,20.0667055704,18.5038207855
2014-04-01 02:55:00,21.967498178699998,21.9166062204
2014-04-01 03:00:00,18.218486146,20.6953555931
2014-04-01 03:05:00,19.964179287100002,21.3875488977
2014-04-01 03:10:00,18.3656661965,19.2973175094
2014-04-01 03:15:00,18.6391422485,20.7059349981
2014-04-01 03:20:00,19.5321534017,20.3769673092
2014-04-01 03:25:00,18.622160366,20.4126004805
2014-04-01 03:30:00,21.854748663800002,20.7301298382
2014-04-01 03:35:00,21.7871591069,20.3014366925
2014-04-01 03:40:00,19.3444385849,19.7162494772
2014-04-01 03:45:00,20.5589908482,19.1036907775
2014-04-01 03:50:00,20.1350132824,21.0743253237
2014-04-01 03:55:00,21.262347922100002,18.90508972
2014-04-01 04:00:00,20.5097824393,20.7694172246
2014-04-01 04:05:00,18.001009818,18.933331290599998
2014-04-01 04:10:00,21.0526975424,20.5013206798
2014-04-01 04:15:00,20.9873924852,20.9883130685
2014-04-01 04:20:00,20.0388908223,18.8748555556
2014-04-01 04:25:00,21.6116758929,18.2397732034
2014-04-01 04:30:00,21.633784822800003,18.523894972
2014-04-01 04:35:00,20.0956467068,20.4239878691
