99 59
99 28
99 26
99 25
99 24
99 23
99 22
99 21
99 20
99 19
99 18
99 17
99 16
99 14
99 13
99 12
99 11
99 10
99 9
99 8
99 7
99 6
99 5
99 4
99 3
99 2
99 1
99 0
99 58
99 27
99 15
99 29
99 44
99 30
99 56
99 55
99 54
99 53
99 52
99 51
99 50
99 49
99 48
99 47
99 46
99 45
99 57
99 43
99 36
99 42
99 32
99 33
99 34
99 35
99 31
99 37
99 39
99 40
99 41
99 38
98 20
98 16
98 17
98 18
98 19
98 27
98 23
98 21
98 22
98 24
98 25
98 26
98 13
98 14
98 7
98 12
98 11
98 10
98 9
98 8
98 6
98 5
98 4
98 3
98 2
98 1
98 0
98 29
98 28
98 15
98 30
98 45
98 58
98 57
98 56
98 55
98 54
98 53
98 52
98 51
98 50
98 49
98 48
98 47
98 46
98 31
98 44
98 37
98 59
98 32
98 33
98 34
98 36
98 35
98 38
98 39
98 40
98 41
98 42
98 43
97 22
97 17
97 18
97 19
97 20
97 21
97 28
97 23
97 24
97 25
97 26
97 27
97 15
97 16
97 8
97 14
97 13
97 12
97 11
97 10
97 9
97 7
97 6
97 5
97 4
97 3
97 2
97 1
97 29
97 0
97 30
97 31
97 46
97 32
97 59
97 58
97 57
97 56
97 55
97 54
97 53
97 51
97 50
97 49
97 48
97 47
97 52
97 45
97 38
97 44
97 34
97 35
97 36
97 37
97 33
97 39
97 41
97 42
97 43
97 40
96 21
96 16
96 17
96 18
96 19
96 20
96 24
96 22
96 23
96 25
96 26
96 27
96 13
96 14
96 29
96 12
96 11
96 10
96 9
96 8
96 7
96 6
96 5
96 4
96 3
96 2
96 1
96 0
96 28
96 15
96 30
96 45
96 58
96 57
96 56
96 55
96 54
96 53
96 52
96 51
96 50
96 49
96 48
96 47
96 46
96 31
96 44
96 37
96 59
96 32
96 33
96 34
96 36
96 35
96 38
96 39
96 40
96 41
96 42
96 43
95 22
95 17
95 18
95 19
95 20
95 21
95 28
95 23
95 24
95 25
95 26
95 27
95 15
95 16
95 8
95 14
95 13
95 12
95 11
95 10
95 9
95 7
95 6
95 5
95 4
95 3
95 2
95 1
95 29
95 0
95 30
95 31
95 46
95 32
95 59
95 58
95 57
95 56
95 55
95 54
95 53
95 51
95 50
95 49
95 48
95 47
95 52
95 45
95 38
95 44
95 34
95 35
95 36
95 37
95 33
95 39
95 41
95 42
95 43
95 40
94 21
94 16
94 17
94 18
94 19
94 20
94 24
94 22
94 23
94 25
94 26
94 27
94 14
94 15
94 0
94 13
94 12
94 11
94 10
94 9
94 8
94 7
94 6
94 5
94 4
94 3
94 2
94 1
94 28
94 29
94 30
94 46
94 31
94 59
94 58
94 57
94 56
94 55
94 54
94 53
94 51
94 50
94 49
94 48
94 47
94 52
94 45
94 37
94 44
94 33
94 34
94 35
94 36
94 32
94 39
94 41
94 42
94 43
94 40
93 21
93 16
93 17
93 18
93 19
93 20
93 24
93 22
93 23
93 25
93 26
93 27
93 14
93 15
93 0
93 13
93 12
93 11
93 10
93 9
93 8
93 7
93 6
93 5
93 4
93 3
93 2
93 1
93 28
93 29
93 30
93 46
93 31
93 58
93 57
93 56
93 55
93 54
93 53
93 52
93 51
93 50
93 49
93 48
93 47
93 59
93 45
93 38
93 32
93 33
93 34
93 36
93 37
93 35
93 39
93 40
93 41
93 42
93 43
93 44
92 21
92 16
92 17
92 18
92 19
92 20
92 27
92 22
92 23
92 24
92 25
92 26
92 13
92 14
92 6
92 12
92 11
92 10
92 9
92 8
92 7
92 5
92 4
92 3
92 2
92 1
92 0
92 29
92 28
92 15
92 30
92 45
92 58
92 57
92 56
92 55
92 54
92 53
92 52
92 51
92 50
92 49
92 48
92 47
92 46
92 31
92 44
92 37
92 32
92 33
92 34
92 35
92 36
92 59
92 38
92 40
92 41
92 42
92 43
92 39
91 20
91 15
91 16
91 17
91 18
91 19
91 24
91 21
91 23
91 25
91 26
91 27
91 13
91 14
91 6
91 12
91 11
91 10
91 9
91 8
91 7
91 29
91 5
91 4
91 3
91 2
91 1
91 0
91 28
91 22
91 30
91 45
91 59
91 31
91 57
91 56
91 55
91 54
91 53
91 52
91 51
91 50
91 49
91 48
91 47
91 46
91 58
91 44
91 37
91 43
91 33
91 34
91 35
91 36
91 38
91 39
91 40
91 41
91 42
91 32
90 16
90 20
90 17
90 18
90 19
90 26
90 21
90 23
90 24
90 25
90 14
90 27
90 15
90 8
90 13
90 12
90 11
90 10
90 9
90 7
90 6
90 5
90 4
90 3
90 2
90 1
90 0
90 29
90 28
90 22
90 30
90 46
90 31
90 58
90 57
90 56
90 55
90 54
90 53
90 52
90 51
90 50
90 49
90 48
90 47
90 59
90 45
90 38
90 32
90 33
90 34
90 36
90 37
90 35
90 39
90 40
90 41
90 42
90 43
90 44
89 21
89 16
89 17
89 18
89 19
89 20
89 27
89 22
89 23
89 24
89 25
89 26
89 14
89 15
89 7
89 13
89 12
89 11
89 10
89 9
89 8
89 6
89 5
89 4
89 3
89 2
89 1
89 0
89 28
89 29
89 30
89 46
89 31
89 59
89 58
89 57
89 56
89 55
89 54
89 53
89 51
89 50
89 49
89 48
89 47
89 52
89 45
89 37
89 44
89 33
89 34
89 35
89 36
89 32
89 39
89 41
89 42
89 43
89 40
88 22
88 17
88 18
88 19
88 20
88 21
88 25
88 23
88 24
88 26
88 27
88 28
88 15
88 16
88 0
88 14
88 13
88 12
88 11
88 10
88 9
88 8
88 7
88 6
88 5
88 4
88 3
88 2
88 1
88 29
88 30
88 31
88 46
88 32
88 59
88 58
88 57
88 56
88 55
88 54
88 53
88 51
88 50
88 49
88 48
88 47
88 52
88 45
88 38
88 44
88 34
88 35
88 36
88 37
88 33
88 39
88 41
88 42
88 43
88 40
87 21
87 16
87 17
87 18
87 19
87 20
87 24
87 22
87 23
87 25
87 26
87 27
87 14
87 15
87 0
87 13
87 12
87 11
87 10
87 9
87 8
87 7
87 6
87 5
87 4
87 3
87 2
87 1
87 28
87 29
87 30
87 46
87 31
87 59
87 58
87 57
87 56
87 55
87 54
87 53
87 51
87 50
87 49
87 48
87 47
87 52
87 45
87 37
87 44
87 33
87 34
87 35
87 36
87 32
87 39
87 41
87 42
87 43
87 40
86 21
86 16
86 17
86 18
86 19
86 20
86 24
86 22
86 23
86 25
86 26
86 27
86 14
86 15
86 0
86 13
86 12
86 11
86 10
86 9
86 8
86 7
86 6
86 5
86 4
86 3
86 2
86 1
86 28
86 29
86 30
86 46
86 59
86 58
86 57
86 56
86 55
86 54
86 53
86 52
86 51
86 50
86 49
86 48
86 47
86 31
86 45
86 37
86 44
86 32
86 33
86 34
86 36
86 35
86 38
86 39
86 40
86 41
86 42
86 43
85 22
85 17
85 18
85 19
85 20
85 21
85 28
85 23
85 24
85 25
85 26
85 27
85 15
85 16
85 8
85 14
85 13
85 12
85 11
85 10
85 9
85 7
85 6
85 5
85 4
85 3
85 2
85 1
85 29
85 0
85 30
85 31
85 46
85 32
85 59
85 58
85 57
85 56
85 55
85 54
85 53
85 51
85 50
85 49
85 48
85 47
85 52
85 45
85 38
85 44
85 34
85 35
85 36
85 37
85 33
85 39
85 41
85 42
85 43
85 40
84 20
84 15
84 16
84 17
84 18
84 19
84 23
84 21
84 22
84 24
84 25
84 26
84 13
84 14
84 29
84 12
84 11
84 10
84 9
84 8
84 7
84 6
84 5
84 4
84 3
84 2
84 1
84 0
84 27
84 28
84 30
84 45
84 59
84 58
84 56
84 55
84 54
84 53
84 52
84 51
84 50
84 49
84 48
84 47
84 46
84 57
84 44
84 36
84 43
84 31
84 33
84 34
84 35
84 32
84 37
84 39
84 40
84 41
84 38
84 42
83 20
83 15
83 16
83 17
83 19
83 22
83 21
83 23
83 24
83 13
83 25
83 14
83 5
83 12
83 11
83 10
83 9
83 8
83 6
83 4
83 3
83 2
83 1
83 0
83 27
83 26
83 29
83 28
83 47
83 58
83 57
83 56
83 55
83 54
83 53
83 52
83 51
83 50
83 49
83 48
83 59
83 46
83 35
83 30
83 31
83 32
83 34
83 33
83 39
83 40
83 42
83 43
83 45
82 19
82 14
82 15
