99 95
99 31
99 94
99 1
99 3
99 5
99 6
99 8
99 9
99 10
99 12
99 17
99 22
99 23
99 27
99 28
99 2
99 35
99 65
99 37
99 92
99 77
99 76
99 70
99 84
99 63
99 59
99 51
99 48
99 61
99 43
98 23
98 19
98 20
98 21
98 22
98 29
98 27
98 28
98 30
98 31
98 17
98 35
98 18
98 7
98 15
98 12
98 11
98 10
98 9
98 8
98 6
98 5
98 3
98 2
98 1
98 0
98 38
98 37
98 4
98 41
98 70
98 42
98 97
98 95
98 94
98 99
98 84
98 83
98 80
98 79
98 77
98 76
98 75
98 72
98 92
98 69
98 59
98 68
98 43
98 45
98 48
98 51
98 47
98 60
98 61
98 63
98 65
98 66
97 51
97 33
97 44
97 43
97 40
97 39
97 37
97 36
97 35
97 23
97 32
97 31
97 28
97 27
97 24
97 17
97 16
97 13
97 12
97 53
97 52
97 48
97 55
97 78
97 56
97 96
97 95
97 94
97 93
97 87
97 86
97 84
97 81
97 92
97 77
97 74
97 73
97 70
97 65
97 63
97 61
97 59
97 76
97 58
96 10
96 22
96 21
96 17
96 15
96 2
96 8
96 6
96 3
96 1
96 27
96 23
96 59
96 28
96 70
96 31
96 94
96 92
96 84
96 95
96 65
96 63
96 51
96 43
96 35
95 44
95 0
95 4
95 7
95 20
95 26
95 29
95 30
95 34
95 40
95 41
95 18
95 46
95 87
95 52
95 96
95 91
95 98
95 90
95 85
95 83
95 64
95 54
94 26
94 40
94 38
94 34
94 30
94 29
94 0
94 20
94 18
94 7
94 4
94 44
94 41
94 46
94 91
94 83
94 98
94 96
94 52
94 90
94 87
94 85
94 74
94 69
94 66
94 64
94 54
93 9
93 26
93 25
93 14
93 40
93 8
93 6
93 5
93 2
93 34
93 1
93 46
93 89
93 98
93 91
93 90
93 54
93 85
93 67
93 64
93 57
92 44
92 0
92 4
92 7
92 18
92 20
92 26
92 29
92 30
92 40
92 41
92 34
92 46
92 87
92 52
92 98
92 96
92 90
92 91
92 85
92 83
92 64
92 54
91 27
91 21
91 20
91 22
91 23
91 41
91 25
91 37
91 28
91 29
91 30
91 31
91 35
91 38
91 18
91 19
91 0
91 17
91 6
91 43
91 1
91 2
91 3
91 4
91 5
91 7
91 15
91 8
91 9
91 10
91 11
91 12
91 14
91 42
91 80
91 45
91 88
91 75
91 76
91 77
91 79
91 82
91 84
91 89
91 71
91 92
91 94
91 95
91 97
91 99
91 47
91 72
91 83
91 70
91 61
91 69
91 49
91 50
91 51
91 57
91 59
91 60
91 48
91 62
91 63
91 65
91 66
91 67
91 68
90 29
90 20
90 21
90 22
90 23
90 25
90 27
90 35
90 30
90 31
90 18
90 37
90 38
90 41
90 42
90 19
90 45
90 17
90 6
90 0
90 1
90 2
90 3
90 4
90 5
90 7
90 15
90 8
90 9
90 10
90 11
90 12
90 14
90 43
90 28
90 47
90 83
90 75
90 76
90 77
90 79
90 80
90 82
90 84
90 71
90 88
90 89
90 92
90 94
90 95
90 97
90 72
90 48
90 70
90 61
90 69
90 49
90 50
90 51
90 59
90 60
90 57
90 99
90 62
90 63
90 65
90 66
90 67
90 68
89 55
89 16
89 24
89 32
89 33
89 36
89 39
89 53
89 13
89 56
89 81
89 93
89 86
89 58
89 78
89 74
89 73
88 13
88 55
88 24
88 32
88 33
88 36
88 39
88 44
88 52
88 16
88 53
88 56
88 73
88 74
88 78
88 81
88 86
88 87
88 93
88 96
88 58
87 8
87 15
87 10
87 9
87 21
87 6
87 5
87 3
87 2
87 17
87 1
87 22
87 28
87 31
87 35
87 70
87 84
87 92
87 94
87 27
87 95
86 14
86 40
86 34
86 26
86 25
86 2
86 9
86 8
86 6
86 5
86 49
86 1
86 46
86 67
86 50
86 85
86 54
86 98
86 91
86 90
86 88
86 89
86 82
86 71
86 64
86 62
86 57
85 27
85 19
85 20
85 21
85 22
85 23
85 35
85 28
85 29
85 30
85 31
85 17
85 18
85 8
85 15
85 12
85 11
85 10
85 9
85 38
85 7
85 6
85 5
85 4
85 3
85 2
85 1
85 0
85 37
85 43
85 41
85 72
85 99
85 97
85 95
85 94
85 92
85 84
85 83
85 80
85 79
85 77
85 42
85 75
85 76
85 70
85 60
85 45
85 47
85 51
85 59
85 48
85 61
85 63
85 65
85 66
85 68
85 69
84 46
84 18
84 20
84 26
84 30
84 34
84 40
84 41
84 54
84 85
84 87
84 90
84 91
84 96
84 98
84 64
83 9
83 27
83 23
83 22
83 17
83 12
83 10
83 3
83 8
83 6
83 5
83 35
83 2
83 1
83 31
83 28
83 37
83 65
83 95
83 94
83 84
83 77
83 76
83 70
83 92
83 63
83 59
83 51
83 48
83 43
83 61
82 33
82 48
82 44
82 39
82 36
82 16
82 32
82 24
82 13
82 53
82 52
82 55
82 96
82 81
82 56
82 87
82 86
82 93
82 78
82 74
82 73
82 58
81 26
81 1
81 2
81 3
81 5
81 6
81 9
81 10
81 8
81 34
81 85
81 98
81 91
81 90
81 22
81 64
81 57
81 54
81 46
80 22
80 9
80 8
80 6
80 5
80 3
80 2
80 1
80 10
79 6
79 9
79 8
79 17
79 5
79 3
79 2
79 1
79 10
79 35
79 22
79 28
79 31
79 70
79 84
79 92
79 94
79 95
79 27
78 8
78 1
78 2
78 3
78 6
78 5
78 9
78 10
78 15
78 21
78 22
77 54
77 26
77 34
77 46
77 64
77 85
77 90
77 91
77 98
76 54
76 26
76 34
76 46
76 91
76 64
76 90
76 98
76 85
75 33
75 51
75 48
75 44
75 43
75 40
75 39
75 37
75 36
75 35
75 31
75 32
75 28
75 27
75 24
75 23
75 17
75 16
75 13
75 12
75 53
75 52
75 84
75 55
75 77
75 96
75 95
75 94
75 93
75 92
75 87
75 56
75 81
75 78
75 86
75 76
75 63
75 74
75 59
75 61
75 58
75 65
75 70
75 73
74 10
74 1
74 2
74 3
74 5
74 6
74 8
74 9
74 22
74 15
74 95
74 35
74 70
74 92
74 94
74 21
73 26
73 1
73 2
73 5
73 6
73 8
73 9
73 22
73 25
73 3
73 34
73 85
73 46
73 91
73 90
73 98
73 64
73 57
73 54
72 51
72 32
72 48
72 44
72 43
72 40
72 39
72 37
72 36
72 33
72 24
72 31
72 28
72 27
72 23
72 17
72 16
72 13
72 12
72 53
72 52
72 65
72 55
72 77
72 96
72 95
72 93
72 92
72 56
72 86
72 84
72 81
72 78
72 87
72 76
72 73
72 70
72 63
72 61
72 59
72 58
72 74
71 36
71 48
71 44
71 39
71 37
71 13
71 32
71 24
71 16
71 12
71 53
71 52
71 33
71 55
71 78
71 56
71 87
71 86
71 81
71 93
71 96
71 76
71 74
71 73
71 58
70 44
70 0
70 4
70 7
70 18
70 20
70 26
70 29
70 30
70 34
70 41
70 40
70 46
70 85
70 98
70 96
70 91
70 87
70 90
70 83
70 64
70 54
70 52
69 10
69 27
69 23
69 22
69 17
69 12
69 3
69 9
69 8
69 6
69 5
69 31
69 2
69 1
69 28
69 51
69 35
69 70
69 37
69 95
69 94
69 84
69 77
69 76
69 92
69 65
69 63
69 61
69 59
69 48
69 43
68 22
68 1
68 2
68 3
68 5
68 6
68 8
68 9
68 10
68 17
68 35
68 27
68 28
68 31
68 43
68 70
68 84
68 92
68 94
68 95
67 53
67 13
67 16
67 24
67 32
67 36
67 39
67 33
67 55
67 58
67 93
67 73
67 78
67 81
67 86
67 56
66 9
66 27
66 23
66 22
66 17
66 12
66 10
66 3
66 8
66 6
66 5
66 31
66 2
66 1
66 28
66 43
66 35
66 37
66 95
66 94
66 92
66 84
66 77
66 76
66 70
66 65
66 63
66 61
66 59
66 51
66 48
65 54
65 26
65 34
65 46
65 90
65 64
65 91
65 98
65 85
64 27
64 19
64 20
64 21
64 22
64 23
64 25
64 42
64 41
64 18
64 30
64 31
64 35
64 37
64 38
64 28
64 17
64 15
64 5
64 45
64 0
64 1
64 2
64 3
64 4
64 6
64 14
64 7
64 8
64 9
64 10
64 11
64 12
64 43
64 29
64 47
64 84
64 76
64 77
64 79
64 80
64 82
64 83
64 89
64 72
64 92
64 94
64 95
64 97
64 99
64 48
64 75
64 88
64 71
64 49
64 70
64 50
64 51
64 57
64 59
64 60
64 61
64 62
64 63
64 65
64 66
64 67
64 68
64 69
63 54
63 26
63 34
63 46
63 90
63 64
63 85
63 91
63 98
62 12
62 13
62 16
62 24
62 32
62 33
62 53
62 36
62 39
62 44
62 48
62 52
62 76
62 55
62 58
62 73
62 74
62 78
62 81
62 86
62 87
62 93
62 96
62 56
61 54
61 26
61 34
61 46
61 64
61 85
61 90
61 91
61 98
60 31
60 48
60 44
60 43
60 52
60 39
60 37
60 36
60 35
60 33
60 32
60 13
60 28
60 27
60 24
60 23
60 22
60 21
60 17
60 16
60 15
60 12
60 51
60 40
60 53
60 77
60 55
60 96
60 94
60 93
60 92
60 87
60 86
60 84
60 81
60 78
60 95
60 76
60 74
60 73
60 70
60 65
60 63
60 61
60 59
60 56
60 58
59 26
59 34
59 46
59 54
59 64
59 85
59 90
59 91
59 98
58 40
58 1
58 2
58 5
58 6
58 8
58 9
58 14
58 25
58 26
58 34
58 46
58 67
58 91
58 90
58 89
58 85
58 98
58 64
58 57
58 54
58 50
56 46
56 1
56 2
56 5
56 6
56 8
56 9
56 14
56 25
56 26
56 34
56 40
56 50
56 49
